lexid	lexeme	vocalized	p_o_s	gloss	freq
mlh	XBYNJH/	חֲבַצִּנְיָה	nmpr	Habazziniah	1
lar	MCXT==/	מָשְׁחָת	subs	corruption	1
kqj	JW<ZR/	יֹועֶזֶר	nmpr	Joezer	1
krf	JXL>LJ/	יַחְלְאֵלִי	adjv	Jahleelite	1
mny	XMJY/	חָמִיץ	subs	sorrelfodder	1
mbf	RXC[	רָחַשׁ	verb	be astir	1
khz	HBHBJ/	הַבְהָבַי	subs	<uncertain>	1
mub	YHB[	צָהַב	verb	gleam	1
jfe	>LP===/	אֶלֶף	nmpr	Eleph	1
itm	<BRJ=/	עִבְרִי	nmpr	Ibri	1
lqd	P<RJ/	פַּעֲרַי	nmpr	Paarai	1
mqz	XRY/	חֲרַץ	subs	hip	1
mqk	XRP==[		verb	confuse	1
jkx	>ZL/	אֶזֶל	nmpr	<uncertain>	1
ljh	MWRCT_GT/	מֹורֶשֶׁת גַּת	nmpr	Moresheth Gath	1
lxf	QYPH/	קְצָפָה	subs	stump	1
mhr	TPT/	תֹּפֶת	subs	spitting	1
lam	MCWGH/	מְשׁוּגָה	subs	error	1
mul	YJY=/	צִיץ	nmpr	Ziz	1
lpj	NXRH/	נַחֲרָה	subs	snorting	1
ivo	<JPJ/	עֵיפַי	nmpr	Ephai	1
jky	>ZN=/	אָזֵן	subs	tool	1
lea	MLVJH/	מְלַטְיָה	nmpr	Melatiah	1
loo	NWDB/	נֹודָב	nmpr	Nodab	1
msp	XWRJ==/	חוּרַי	nmpr	Hurai	1
mia	TR<=/	תָּרָע	subs	door-keeper	1
jqh	BTR=/	בֶּתֶר	subs	<uncertain>	1
ixy	<PRH==/	עָפְרָה	nmpr	Ophrah	1
lwa	QRJ>H/	קְרִיאָה	subs	proclamation	1
kcu	FKK[	שָׂכַךְ	verb	weave	1
jat	<ZN/	עַזָּן	nmpr	Azzan	1
luc	PXZWT/	פַּחֲזוּת	subs	boasting	1
jfl	>LWN===/	אַלֹּון	nmpr	Allon	1
jki	>XRXL/	אֲחַרְחֵל	nmpr	Aharhel	1
ljx	MXLP/	מַחֲלָף	subs	disease	1
ksu	KJWN/	כִּיּוּן	nmpr	Kaiwan	1
lhh	MRWT/	מָרֹות	nmpr	Maroth	1
lzp	RMWT=/	רָמֹות	nmpr	Jeremoth	1
kym	M<Y/	מַעַץ	nmpr	Maaz	1
lsk	PRV/	פֶּרֶט	subs	berries	1
jpg	BR>DK_BL>DN/	בְּרֹאדַךְ בַּלְאֲדָן	nmpr	Merodach-Baladan	1
kvp	L<DH/	לַעְדָּה	nmpr	Laadah	1
mrb	XRYN/	חַרְצָן	subs	grape	1
lof	NTS[		verb	tear	1
iuy	<GBJM/	עֲגָבִים	subs	<uncertain>	1
kgm	GLM[	גָּלַם	verb	wrap	1
jer	>LJ>TH/	אֱלִיאָתָה	nmpr	Eliathah	1
mbd	RWN[	רוּן	verb	be sober	1
jhj	>RBWT/	אֲרֻבֹּות	nmpr	Arubboth	1
kaa	DBX[	דְּבַח	verb	sacrifice	1
mvq	YPJWN/	צִפְיֹון	nmpr	Zephon	1
kse	KCLWN/	כִּשָּׁלֹון	subs	stumbling	1
ixb	<MM=[	עָמַם	verb	be dark	1
jyg	CW<L==/	שׁוּעָל	nmpr	Shual	1
jaj	<YL[	עָצֵל	verb	be sluggish	1
lho	MS<D/	מִסְעָד	subs	<uncertain>	1
ljn	MXB>/	מַחֲבֵא	subs	hiding-place	1
lfo	MPX=/	מַפָּח	subs	expiring	1
kmk	JCM<JH/	יִשְׁמַעְיָה	nmpr	Ishmaiah	1
lsu	PSG[	פָּסַג	verb	pass between?	1
mkg	VWT	טְוָת	advb	fastingly	1
kha	GRC/	גֶּרֶשׁ	subs	produce	1
meu	STWR/	סְתוּר	nmpr	Sethur	1
koc	JKNJHW/	יְכָנְיָהוּ	nmpr	Jehoiachin	1
lcf	MGWRH=/	מְגוּרָה	subs	corn-pit	1
jyh	CW>=/	שֹׁוא	subs	<uncertain>	1
lbf	MDNJ/	מְדָנִי	adjv	Medanite	1
lve	QJN===/	קַיִן	nmpr	Kain	1
lgb	MR<=/	מֵרַע	subs	evil deed	1
kmc	JCB>B/	יֶשֶׁבְאָב	nmpr	Jeshebeab	1
ixf	<MSJH/	עֲמַסְיָה	nmpr	Amasiah	1
lkp	MY=/	מֵץ	subs	<uncertain>	1
kpj	JRJ<WT/	יְרִיעֹות	nmpr	Jerioth	1
mzc	ZRR[	זָרַר	verb	squeeze	1
kqu	JWNQ/	יֹונֵק	subs	sapling	1
kyi	M<WK/	מָעֹוךְ	nmpr	Maoch	1
mwz	YXH/	צִחֶה	adjv	parched	1
jjp	>XCTRJ/	אֲחַשְׁתָּרִי	adjv	Ahashtarite	1
mjd	V>B[	טְאֵב	verb	be good	1
lbq	MFWKH/	מְשׂוּכָּה	subs	hedge	1
ksp	KJDN/	כִּידֹן	nmpr	Kidon	1
ktc	KLNH/	כַּלְנֶה	nmpr	Calneh	1
ium	<DN	עֲדֶן	advb	hitherto	1
ksh	KFBH/	כִּשְׂבָּה	subs	ewe-lamb	1
lpk	NXR[		verb	snort	1
jyf	CW<L=/	שׁוּעָל	nmpr	Shual	1
lty	PXR/	פֶּחָר	subs	potter	1
lxo	R<L[		verb	quiver	1
liw	MW<DH/	מוּעָדָה	subs	appointing	1
msb	XVM[	חָטַם	verb	restrain	1
ljb	MWLH/	מוּלָה	subs	circumcision	1
mfx	T>NJM/	תְּאֻנִים	subs	<uncertain>	1
mkv	XBH/	חֻבָּה	nmpr	Hubbah	1
jih	>RWZ/	אָרוּז	adjv	solid	1
mpr	XRBWN/	חֲרָבֹון	subs	heat	1
lcb	MGPJ<C/	מַגְפִּיעָשׁ	nmpr	Magpiash	1
llr	N<RJ/	נַעֲרַי	nmpr	Naarai	1
mwi	YRJ==/	צְרִי	nmpr	Zeri	1
kmf	JCBJ_LXM/	יָשֻׁבִי לָחֶם	nmpr	Jashubi Lehem	1
kqa	JT	יָת	prep	<nota accusativi>	1
jnz	BKR=/	בֵּכֶר	subs	young male camel	1
kdm	FRD/	שֶׂרֶד	subs	red chalk	1
luy	QDRWT/	קַדְרוּת	subs	darkness	1
kat	DL=/	דַּל	subs	door	1
kje	HMN/	הַמָן	subs	<uncertain>	1
lrf	PLJLJ/	פְּלִילִי	adjv	calling for judgment	1
mko	WJZT>/	וַיְזָתָא	nmpr	Vaizatha	1
kef	FWKH/	שֹׂוכָה	subs	brushwood	1
jfh	>LQCJ/	אֶלְקֹשִׁי	adjv	Elkoshite	1
lpn	NXWC/	נָחוּשׁ	adjv	bronze	1
kid	HCM<WT/	הַשְׁמָעוּת	subs	information	1
lgt	MRJH=/	מְרָיָה	nmpr	Meraiah	1
laz	MDKH/	מְדֹכָה	subs	mortar	1
kht	GXM/	גַּחַם	nmpr	Gaham	1
jvb	CLXWT/	שְׁלֻחֹות	subs	shoots	1
jrs	BZQ/	בָּזָק	subs	<uncertain>	1
kyy	M>ZN>/	מֹאזְנֵא	subs	balance	1
llu	N>/	נָא	adjv	raw	1
mwf	YRB/	צָרָב	adjv	burning	1
miw	TXR</	תַּחְרֵעַ	nmpr	Tahrea	1
mmy	XKLLWT/	חַכְלִלוּת	subs	dullness	1
kwm	LKD/	לֶכֶד	subs	capture	1
kgu	GMZW/	גִּמְזֹו	nmpr	Gimzo	1
mgm	TJRJ>/	תִּירְיָא	nmpr	Tiria	1
mjx	VPT/	טָפַת	nmpr	Taphath	1
lbx	MGDL_GD/	מִגְדַּל גָּד	nmpr	Migdal Gad	1
lux	QDRNJT	קְדֹרַנִּית	advb	mourningly	1
knx	JHWCB</	יְהֹושֶׁבַע	nmpr	Jehosheba	1
ksw	KLBJ/	כָּלִבִּי	adjv	Calebite	1
jqu	BWNJ/	בּוּנִּי	nmpr	Bunni	1
msv	XYRW/	חֶצְרֹו	nmpr	Hezro	1
jdo	>HLJBMH=/	אָהֳלִיבָמָה	nmpr	<tribe>	1
ldi	MKTH/	מְכִתָּה	subs	crushing	1
lrb	PLDT/	פְּלָדֹת	subs	<uncertain>	1
mlz	XDH/	חֲדֵה	subs	breast	1
lvd	QJN/	קַיִן	subs	spear	1
kka	HR_XRS/	הַר חֶרֶס	nmpr	Mount Heres	1
iwt	<M<D/	עַמְעָד	nmpr	Amad	1
jzk	CYP/	שֶׁצֶף	subs	flowing	1
iwn	<LMWN/	עַלְמֹון	nmpr	Almon	1
mud	YHR/	צֹהַר	subs	roof	1
iyb	<PR[		verb	throw	1
kwa	LBN==/	לָבָן	nmpr	Laban	1
llo	N<MNJM/	נַעֲמָנִים	subs	pleasant places	1
iza	<TK/	עֲתָךְ	nmpr	Athach	1
lxv	R>CWNJ/	רִאשֹׁונִי	adjv	first	1
knw	JHD[		verb	be jew	1
jlw	B>H/	בִּאָה	subs	entrance	1
lbi	MDWXJM/	מַדּוּחִים	subs	enticement	1
mcj	SB>JM/	סְבָאִים	nmpr	Sabeans	1
lxe	QYP=/	קֶצֶף	subs	bough	1
kcw	FKLWT/	שִׂכְלוּת	subs	folly	1
kzo	MC>=/	מֵשָׁא	nmpr	Mesha	1
juv	CLVT/	שַׁלֶּטֶת	adjv	domineering	1
kjm	HPYY/	הַפִּצֵּץ	nmpr	Happizzez	1
mvb	YNJPH/	צְנִיפָה	subs	turban	1
mic	TR>LH/	תַּרְאֲלָה	nmpr	Taralah	1
kbi	DRBN=/	דָּרְבֹן	subs	<uncertain>	1
mdo	SMR/	סָמָר	adjv	bristly	1
iyy	<TJH/	עֲתָיָה	nmpr	Athaiah	1
mwu	YWRJ>L/	צוּרִיאֵל	nmpr	Zuriel	1
ixk	<NNJ/	עֲנָנִי	nmpr	Anani	1
ljp	MXFP/	מַחְשֹׂף	subs	stripping	1
kny	JHWDJT/	יְהוּדִית	nmpr	Judith	1
lns	NPWCSJM/	נְפוּשְׁסִים	nmpr	Nephussim	1
max	RVB[		verb	be moist	1
jrc	BXL[		verb	<uncertain>	1
lba	MDMN/	מַדְמֵן	nmpr	Madmen	1
jqf	BTJH/	בִּתְיָה	nmpr	Bithiah	1
lzl	RMT/	רֶמֶת	nmpr	Remeth	1
jwy	CPRJR/	שַׁפְרִיר	subs	state tent	1
kfl	GCM[		verb	rain	1
jyx	CX/	שַׁח	adjv	downcast	1
llw	N>PWPJM/	נַאֲפוּפִים	subs	adultery	1
lpz	NZQ/	נֵזֶק	subs	damage	1
jnu	BJT_TPWX/	בֵּית תַּפּוּחַ	nmpr	Beth Tappuah	1
jmb	B>R_>JLJM/	בְּאֵר אֵילִים	nmpr	Beer Elim	1
koy	JQD<M/	יָקְדְעָם	nmpr	Jokdeam	1
jez	>LMLK/	אַלַּמֶּלֶךְ	nmpr	Allammelech	1
lwk	QRTN/	קַרְתָּן	nmpr	Kartan	1
jcd	>CK/	אֶשֶׁךְ	subs	testicle	1
lcy	MKLLJM/	מַכְלֻלִים	subs	garments	1
keq	G<L/	גֹּעַל	subs	loathing	1
lre	PLJLH/	פְּלִילָה	subs	decision	1
kax	DM</	דֶּמַע	subs	abundance	1
kkh	HWDWH/	הֹודְוָה	nmpr	Hodaviah	1
jtf	CCJ==/	שָׁשַׁי	nmpr	Shashai	1
msz	XYR_SWSH/	חֲצַר סוּסָה	nmpr	Hazar Susah	1
ixj	<NN=/	עָנָן	nmpr	Anan	1
joy	BQ<T_>WN/	בִּקְעַת אָוֶן	nmpr	the Valley of Aven	1
jjc	>WB=/	אֹוב	subs	bag	1
mgv	TLG/	תְּלַג	subs	snow	1
jfs	>MLL/	אֲמֵלָל	adjv	decaying	1
lbh	MDRK/	מִדְרָךְ	subs	footstep	1
jtw	CKLJM/	שִׁכֻּלִים	subs	childlessness	1
jha	>QDX/	אֶקְדָּח	subs	beryl	1
jia	>RNN/	אַרְנָן	nmpr	Arnan	1
jux	CLX=/	שֶׁלַח	subs	water-conduit	1
mvi	YP</	צֶפַע	subs	serpent	1
ixs	<NWH/	עַנְוָה	subs	<uncertain>	1
kbc	DMNH/	דִּמְנָה	nmpr	Dimnah	1
mpu	XRC===/	חֶרֶשׁ	subs	silence	1
jyr	CWPMJ/	שׁוּפָמִי	adjv	Shuphamite	1
iwe	<L>/	עֻלָּא	nmpr	Ulla	1
kdq	FRK[		verb	run aimlessly	1
jve	CM<=====/	שְׁמַע	nmpr	Shema	1
ktk	KMS[		verb	store	1
jav	<ZRH==/	עֶזְרָה	nmpr	Ezrah	1
juu	CLNJ/	שֵׁלָנִי	adjv	Shelanite	1
jdn	>HL=[		verb	be bright	1
lrk	PLVJ/	פַּלְטִי	adjv	Paltite	1
klw	JBL=/	יָבָל	nmpr	Jabal	1
lgo	MRDP/	מֻרְדָּף	subs	<uncertain>	1
kmt	JCRH/	יִשְׁרָה	subs	uprightness	1
jwf	CN>B/	שִׁנְאָב	nmpr	Shinab	1
lle	MZRWT/	מַזָּרֹות	subs	constellations	1
myr	ZNWX=/	זָנֹוחַ	nmpr	Zanoah	1
juk	CLJC==/	שָׁלִישׁ	subs	triangle	1
lev	MNLM/	מִנְלָם	subs	<uncertain>	1
lzo	RMWT/	רָמוּת	subs	height	1
lhg	MRWQJM/	מְרוּקִים	subs	massage	1
ktz	KR===/	כַּר	subs	basket-saddle	1
izp	<WBL/	עֹובָל	nmpr	Obal	1
lei	MMKRT/	מִמְכֶּרֶת	subs	sale	1
lja	MWC<WT/	מֹושָׁעֹות	subs	saving acts	1
lyr	RGM_MLK/	רֶגֶם מֶלֶךְ	nmpr	Regem-Melech	1
izg	<TWD=/	עָתוּד	subs	ready	1
mzg	ZTR/	זֵתַר	nmpr	Zethar	1
llp	N<R=[		verb	growl	1
mbx	RYP[		verb	fit	1
juf	CLCH=/	שָׁלִשָׁה	nmpr	Shalisha	1
jre	BXN=/	בַּחַן	subs	watch-tower	1
jco	>DC[		verb	thresh?	1
mll	XCK=/	חָשֹׁךְ	adjv	dark	1
jhg	>RB==/	אֲרַב	nmpr	Arab	1
mkm	WDN/	וְדָן	nmpr	Wedan	1
lhd	MRS/	מֶרֶס	nmpr	Meres	1
kdw	FTM[	שָׂתַם	verb	stop	1
lld	MZRJM/	מְזָרִים	subs	north-winds	1
lpy	NYWRJM/	נְצוּרִים	subs	watch-huts	1
lzu	RP>L/	רְפָאֵל	nmpr	Rephael	1
ksz	KLL/	כְּלָל	nmpr	Kelal	1
jkk	>XWD/	אֵחוּד	nmpr	Ehud	1
jdf	>G>/	אָגֵא	nmpr	Agee	1
ldp	MLKDT/	מַלְכֹּדֶת	subs	snare	1
mwc	YR<J/	צָרְעִי	adjv	Zorite	1
lgj	MRBY=/	מַרְבֵּץ	subs	resting place	1
izh	<VH/	עֵטָה	subs	advice	1
mmb	XDLJ/	חַדְלָי	nmpr	Hadlai	1
mbn	RXMNJ/	רַחֲמָנִי	adjv	compassionate	1
kuv	KSL[		verb	be insolent	1
jei	>L<WZJ/	אֶלְעוּזַי	nmpr	Eluzai	1
kwf	LHG/	לַהַג	subs	devotion	1
kpb	JQRH/	יִקְרָה	subs	meeting	1
liv	MW<D=/	מֹועָד	subs	place of assemblage	1
mnj	XLL==[	חָלַל	verb	play flute	1
iux	<FRJN/	עֶשְׂרִין	subs	twenty	1
kkb	HTLJM/	הֲתֻלִים	subs	mockery	1
jlk	B<LJH/	בְּעַלְיָה	nmpr	Bealiah	1
mnw	XMC==/	חֹמֶשׁ	subs	<uncertain>	1
jxu	CSP[	שָׁסַף	verb	cut to pieces?	1
liu	MVWH/	מַטְוֶה	subs	yarn	1
lox	NWY[	נוּץ	verb	depart	1
jhr	>RJK/	אֲרִיךְ	adjv	fitting	1
izz	<YB====/	עֶצֶב	subs	form	1
kie	HD/	הֵד	subs	<uncertain>	1
jlv	B>CH/	בָּאְשָׁה	subs	<malodorous plant>	1
kdh	FPQ=/	שֶׂפֶק	subs	<uncertain>	1
kbg	DQR/	דֶּקֶר	nmpr	Deker	1
jds	>JCHWD/	אִישְׁהֹוד	nmpr	Ishhod	1
mph	XPC[		verb	be free	1
lbt	MG<RT/	מִגְעֶרֶת	subs	rebuke	1
lnj	NKH=/	נֵכֶה	subs	<uncertain>	1
mar	RSS[	רָסַס	verb	sprinkle	1
lel	MN<L/	מִנְעָל	subs	lock	1
lqr	PF<[		verb	step	1
kze	MBRX/	מִבְרָח	subs	<uncertain>	1
jpc	BR</	בֶּרַע	nmpr	Bera	1
jnl	BJT_HGN/	בֵּית הַגָּן	nmpr	Beth Haggan	1
lkx	MYY[	מָצַץ	verb	sip	1
jxv	CT=/	שֵׁת	subs	defiance	1
mat	RTQWT/	רְתֻקֹות	subs	chains	1
lly	NBCN/	נִבְשָׁן	nmpr	Nibshan	1
kyn	M<YBH/	מַעֲצֵבָה	subs	pain	1
kis	HJDWT/	הֻיְּדֹות	subs	<uncertain>	1
ixd	<MNW_>L/	עִמָּנוּ אֵל	nmpr	Immanuel	1
mgy	TLMJD/	תַּלְמִיד	subs	scholar	1
kee	FWK/	שֹׂוךְ	subs	<uncertain>	1
kcs	FKJH=/	שָׂכְיָה	nmpr	Sakia	1
jqv	BWQH/	בּוּקָה	subs	emptiness	1
itw	<CT=[	עָשַׁת	verb	be smooth?	1
jbx	>C>/	אֶשָּׁא	subs	fire	1
mun	YLJL/	צְלִיל	subs	<uncertain>	1
kzy	MCLMT/	מְשֻׁלֶּמֶת	nmpr	Meshullemeth	1
jwc	CMYH/	שִׁמְצָה	subs	<uncertain>	1
iyd	<QD[	עָקַד	verb	bind	1
lyq	RGMH/	רִגְמָה	subs	shouting crowd	1
lzb	RK=/	רֹךְ	subs	tenderness	1
ltp	PWNJ/	פּוּנִי	adjv	Puite	1
mea	SPRD/	סְפָרַד	nmpr	Sepharad	1
myj	ZMJR=/	זָמִיר	subs	pruning	1
jww	CPRH/	שִׁפְרָה	subs	<uncertain>	1
kbk	DRWR/	דְּרֹור	subs	drop	1
lsl	PRV[		verb	improvise	1
jvp	CMJR===/	שָׁמִיר	nmpr	Shamir	1
mqp	XRT/	חֶרֶת	nmpr	Hereth	1
kxo	M<LH_GWR/	מַעֲלֵה גוּר	nmpr	the way up to Gur	1
jdw	>JL_P>RN/	אֵיל פָּארָן	nmpr	El Paran	1
kkp	HYBBH/	הַצֹּבֵבָה	nmpr	Hazzobebah	1
iwz	<MJZBD/	עַמִּיזָבָד	nmpr	Ammizabad	1
lyz	RJPT/	רִיפַת	nmpr	Riphath	1
miq	TWX/	תֹּוחַ	nmpr	Toah	1
lye	RB<===/	רֹבַע	subs	fourth part	1
kbp	DWGH/	דּוּגָה	subs	fishery	1
jgf	>NC[		verb	be sickly	1
kei	FWRQ/	שֹׂורֵק	nmpr	Sorek	1
kdd	FNJ>/	שָׂנִיא	adjv	disdained	1
lxp	R<MH/	רַעְמָה	subs	horse mane	1
jid	>RWD/	אֲרֹוד	nmpr	Arodi	1
kxp	M<LH_HXRS/	מַעֲלֵה הֶחָרֶס	nmpr	the Pass of Heres	1
luk	QB/	קַב	subs	kab	1
iua	<CTWT/	עַשְׁתּוּת	subs	thought	1
jcu	>DN=/	אַדָּן	nmpr	Addon	1
mqw	XRWZJM/	חֲרוּזִים	subs	string of shells	1
lxt	R>CH/	רִאשָׁה	subs	early state	1
lbv	MGBLT/	מִגְבָּלֹת	subs	cords	1
lyl	RDJ/	רַדַּי	nmpr	Raddai	1
kbu	DWN[	דֹּון	verb	<uncertain>	1
lvy	QR/	קֹר	subs	cold	1
klu	JBB[	יָבַב	verb	lament	1
jde	>FRJ>LJ/	אַשְׂרִיאֵלִי	adjv	Asrielite	1
jfu	>MM/	אֲמָם	nmpr	Amam	1
juq	CLMJ/	שִׁלֵּמִי	adjv	Shillemite	1
mnc	XLBNH/	חֶלְבָּנָה	subs	galbanum	1
kxv	M<QCJM/	מַעֲקַשִּׁים	subs	rugged country	1
lsf	PRJD>/	פְּרִידָא	nmpr	Perida	1
lyv	RHB=/	רֹהַב	subs	insistence	1
kvf	KWH/	כַּוָּה	subs	window	1
mbl	RXMH==/	רֻחָמָה	nmpr	Ruhamah	1
mdb	SKT[		verb	be silent	1
jgp	>PJQ=/	אָפִיק	adjv	strong	1
izt	<WJH/	עֲוָיָה	subs	iniquity	1
lsj	PRPR/	פַּרְפַּר	nmpr	Pharpar	1
kvr	L<Z[		verb	speak unintelligibly	1
llk	N<J>L/	נְעִיאֵל	nmpr	Neiel	1
mhb	TLWL/	תָּלוּל	adjv	lofty	1
kop	JNWM/	יָנוּם	nmpr	Janim	1
mae	RPW>/	רָפוּא	nmpr	Raphu	1
lkm	MXWZ/	מָחֹוז	subs	shipyard	1
knm	JG<H/	יְגִעָה	subs	wearying	1
mxo	ZBWD/	זָבוּד	nmpr	Zabud	1
lxz	R>M[		verb	rise	1
mro	XTH=[	חָתָה	verb	knock down	1
kko	HXJRWT/	הַחִירֹות	nmpr	Pi Hahiroth	1
lfw	MQWH=/	מִקְוָה	subs	reservoir	1
ltw	PXD=/	פַּחַד	subs	thigh	1
kkf	HWCM</	הֹושָׁמָע	nmpr	Hoshama	1
lce	MGRPH/	מֶגְרָפָה	subs	shovel	1
lfu	MQVR/	מִקְטָר	subs	burning place	1
jgw	>PRSJ/	אֲפָרְסָי	subs	<uncertain>	1
kgg	GLB/	גַּלָּב	subs	barber	1
mba	RWDNJM/	רֹודָנִים	nmpr	Rodanim	1
jjb	>W>L/	אוּאֵל	nmpr	Uel	1
kxb	LXMJ=/	לַחְמִי	nmpr	Lahmi	1
kjz	HRWRJ/	הֲרֹורִי	adjv	Harorite	1
jiv	>TNJ/	אֶתְנִי	nmpr	Ethni	1
kto	KNH=/	כַּנֵּה	nmpr	Canneh	1
mjh	VBT/	טַבָּת	nmpr	Tabbath	1
jqg	BTQ[	בָּתַק	verb	slaughter	1
ktu	KPJS/	כָּפִיס	subs	stucco-work	1
kbr	DWJ/	דְּוַי	subs	illness	1
iwk	<LL=[	עָלַל	verb	insert	1
mzi	ZWL[	זוּל	verb	lavish	1
jvx	CMRT/	שִׁמְרָת	nmpr	Shimrath	1
kjc	HMH/	הֵמֶה	subs	<uncertain>	1
keh	FWRH/	שֹׂורָה	subs	<animal>	1
mrc	XSD==/	חֶסֶד	nmpr	Ben-Hesed	1
jlt	B<R>/	בַּעֲרָא	nmpr	Baara	1
luf	PYM[		verb	split	1
ksx	KLH==/	כָּלֶה	adjv	failing	1
lbe	MDMNH===/	מַדְמַנָּה	nmpr	Madmannah	1
kxh	M<DJH/	מַעַדְיָה	nmpr	Moadiah	1
jty	CKR/	שָׁכֻר	adjv	drunk	1
jjy	>XJNDB/	אֲחִינָדָב	nmpr	Ahinadab	1
mys	ZNX=[		verb	stink	1
loa	NRGL/	נֵרְגַל	nmpr	Nergal	1
lym	RG<=/	רָגֵעַ	adjv	quiet	1
kes	G>LJM/	גֹּאֲלִים	subs	defilement	1
jxj	CQV/	שֶׁקֶט	subs	quiet	1
kul	KRPS/	כַּרְפַּס	subs	linen	1
lqu	PJH/	פִּיָּה	subs	<uncertain>	1
jvh	CM>BR/	שֶׁמְאֵבֶר	nmpr	Shemeber	1
its	<C==/	עָשׁ	subs	constellation of lion	1
mvn	YPJ<H/	צְפִיעָה	subs	leaf	1
jtr	CJMWN/	שִׁימֹון	nmpr	Shimon	1
mov	XNN=[	חָנַן	verb	be loathsome	1
mkq	WNJH/	וַנְיָה	nmpr	Vaniah	1
jlf	B<CTRH/	בְּעֶשְׁתְּרָה	nmpr	Be Eshtarah	1
lbj	MDXH/	מִדְחֶה	subs	overthrow	1
izi	<VJCH/	עֲטִישָׁה	subs	sneezing	1
jxp	CRJR/	שָׁרִיר	subs	sinew	1
jge	>MYH/	אַמְצָה	subs	strength	1
kjg	HMWNH/	הֲמֹונָה	nmpr	Hamonah	1
ltt	PWTJ/	פּוּתִי	adjv	Puthite	1
lwj	QRTH/	קַרְתָּה	nmpr	Kartah	1
jyn	CWH=/	שָׁוֵה	nmpr	Shaveh	1
jel	>L>/	אֵלָא	nmpr	Ela	1
jla	>ZNJ/	אָזְנִי	adjv	Oznite	1
lnx	NQB/	נֶקֶב	subs	passage	1
mss	XYJR=/	חָצִיר	subs	leek	1
lfx	MQX/	מִקָּח	subs	taking	1
mkk	VXWN/	טְחֹון	subs	hand-mill	1
kss	KJLP/	כֵּילָף	subs	crowbar	1
kos	JPJ<=/	יָפִיעַ	nmpr	Japhia	1
lop	NWH=[	נָוָה	verb	reach	1
may	RVPC[		verb	<uncertain>	1
kty	KPRJM=/	כְּפִרִים	nmpr	Kephirim	1
maj	RQQ[	רָקַק	verb	spit	1
mti	Y<JR=/	צָעִיר	nmpr	Zair	1
kne	JDJDT/	יְדִידֹת	subs	love-song	1
kfv	GDRT/	גְּדֶרֶת	subs	wall	1
itt	<CQ=/	עֵשֶׁק	nmpr	Eshek	1
jsk	C>WLJ/	שָׁאוּלִי	adjv	Shaulite	1
ljl	MWSRH=/	מֹוסֵרָה	nmpr	Moserah	1
lpf	NXM/	נֹחַם	subs	compassion	1
lfa	MNZRJM/	מִנְּזָרִים	subs	guardsmen	1
lbl	MF>==/	מַשֹּׂא	subs	partiality	1
kqt	JWNJ/	יְוָנִי	adjv	Greek	1
myp	ZNH=[	זָנָה	verb	feel repugnance	1
kpm	JRJH/	יְרִיָּה	nmpr	Jeriah	1
ldz	MLV=[		verb	be bald	1
kik	HDR==/	הֲדַר	nmpr	Hadad	1
myd	ZKR==/	זֵכֶר	nmpr	Zeker	1
mel	SRPD/	סִרְפַּד	subs	nettle	1
mfb	SWPH=/	סוּפָה	nmpr	Suphah	1
jfo	>MH===/	אַמָּה	subs	<uncertain>	1
lik	MTQ/	מֹתֶק	subs	sweetness	1
lcu	MKBR=/	מַכְבֵּר	subs	cover	1
mrx	XTWL/	חִתּוּל	subs	bandage	1
lvv	QPDH/	קְפָדָה	subs	anguish	1
kum	KRSM[	כִּרְסֵם	verb	eat away	1
mri	XSL[		verb	consume	1
kqp	JWCH/	יֹושָׁה	nmpr	Joshah	1
jns	BJT_MRKBWT/	בֵּית מַרְכָּבֹות	nmpr	Beth Marcaboth	1
lmh	NBX[		verb	bark	1
mgj	THLKT/	תַּהֲלֻכֹת	subs	procession	1
jgb	>MR=[		verb	boast	1
jjv	>XJHWD/	אֲחִיהוּד	nmpr	Ahihud	1
ltd	PTJXH/	פְּתִיחָה	subs	dagger	1
kpv	JSKH/	יִסְכָּה	nmpr	Iscah	1
jxs	CRWNJ/	שָׁרֹונִי	adjv	Sharonite	1
moj	XMW>L/	חַמּוּאֵל	nmpr	Hammuel	1
kyl	M<WR/	מָעֹור	subs	nakedness	1
kdt	FRV/	שֶׂרֶט	subs	tattoo	1
lvu	QP>WN/	קִפָּאֹון	subs	frost	1
jqx	BWR_<CN/	בֹּור עָשָׁן	nmpr	Bor Ashan	1
jsa	C<VH/	שְׁעָטָה	subs	stamping	1
lpv	NYH/	נֹצָה	subs	filth	1
lwu	QWCJHW/	קוּשָׁיָהוּ	nmpr	Kushaiah	1
jff	>LP=[		verb	produce in abundance	1
jzz	DBX/	דְּבַח	subs	sacrifice	1
mjj	VBWLJM/	טְבוּלִים	subs	turban	1
jcg	>CQLWNJ/	אֶשְׁקְלֹונִי	adjv	Ashkelonite	1
jln	B<LT_B>R/	בַּעֲלַת בְּאֵר	nmpr	Baalath Beer	1
msg	XWCH/	חוּשָׁה	nmpr	Hushah	1
lrv	PQX_QWX/	פְּקַח קֹוחַ	subs	opening	1
mvd	YNN/	צְנָן	nmpr	Zenan	1
lmb	NBLWT/	נַבְלוּת	subs	vagina	1
kfd	GBL/	גְּבָל	nmpr	Gebal	1
ktg	KLWLT/	כְּלוּלֹת	subs	bridehood	1
ltf	PTM/	פִּתֹם	nmpr	Pithom	1
jqo	BVX=/	בֶּטַח	nmpr	Tebah	1
